,X,Y,date,precipitation_sum
0,39.41,3.271,20240202,3.5881009101867676
1,39.445,3.261,20240202,4.559828281402588
2,39.492,3.254,20240202,4.559828281402588
3,39.541,3.251,20240202,2.694450855255127
4,39.59,3.253,20240202,2.694450855255127
5,39.638,3.26,20240202,3.955847978591919
6,39.672,3.271,20240202,3.955847978591919
7,39.11,3.323,20240202,3.9996442794799805
8,39.145,3.316,20240202,3.9996442794799805
9,39.192,3.311,20240202,5.523892402648926
10,39.241,3.309,20240202,5.523892402648926
11,39.292,3.309,20240202,5.156913757324219
12,39.342,3.306,20240202,5.156913757324219
13,39.392,3.303,20240202,3.5881009101867676
14,39.441,3.301,20240202,4.559828281402588
15,39.491,3.301,20240202,4.559828281402588
16,39.541,3.301,20240202,2.694450855255127
17,39.591,3.301,20240202,2.694450855255127
18,39.641,3.301,20240202,3.955847978591919
19,39.686,3.305,20240202,3.955847978591919
20,39.718,3.323,20240202,4.026839256286621
21,38.757,3.373,20240202,4.577253818511963
22,38.795,3.368,20240202,4.577253818511963
23,38.843,3.361,20240202,5.057158470153809
24,38.892,3.356,20240202,5.057158470153809
25,38.941,3.356,20240202,7.053944110870361
26,38.99,3.358,20240202,11.131336688995361
27,39.041,3.361,20240202,11.131336688995361
28,39.093,3.353,20240202,8.551752090454102
29,39.141,3.351,20240202,8.551752090454102
30,39.191,3.351,20240202,4.888205051422119
31,39.241,3.351,20240202,4.888205051422119
32,39.291,3.351,20240202,3.9855570793151855
33,39.341,3.351,20240202,3.9855570793151855
34,39.391,3.351,20240202,3.6273674964904785
35,39.441,3.351,20240202,2.983449935913086
36,39.491,3.351,20240202,2.983449935913086
37,39.541,3.351,20240202,3.319866895675659
38,39.591,3.351,20240202,3.319866895675659
39,39.641,3.351,20240202,3.9565467834472656
40,39.691,3.351,20240202,3.9565467834472656
41,39.725,3.356,20240202,3.3963801860809326
42,38.362,3.425,20240202,0.0
43,38.397,3.424,20240202,0.0
44,38.442,3.423,20240202,0.0
45,38.477,3.424,20240202,0.0
46,38.604,3.422,20240202,8.309281349182129
47,38.644,3.415,20240202,9.371683120727539
48,38.693,3.408,20240202,0.0
49,38.742,3.402,20240202,4.577253818511963
50,38.791,3.401,20240202,4.577253818511963
51,38.841,3.401,20240202,5.057158470153809
52,38.891,3.401,20240202,5.057158470153809
53,38.941,3.401,20240202,7.053944110870361
54,38.991,3.401,20240202,11.131336688995361
55,39.041,3.401,20240202,11.131336688995361
56,39.091,3.401,20240202,8.551752090454102
57,39.141,3.401,20240202,8.551752090454102
58,39.191,3.401,20240202,4.888205051422119
59,39.241,3.401,20240202,4.888205051422119
60,39.291,3.401,20240202,3.9855570793151855
61,39.341,3.401,20240202,3.9855570793151855
62,39.391,3.401,20240202,3.6273674964904785
63,39.441,3.401,20240202,2.983449935913086
64,39.491,3.401,20240202,2.983449935913086
65,39.541,3.401,20240202,3.319866895675659
66,39.591,3.401,20240202,3.319866895675659
67,39.641,3.401,20240202,3.9565467834472656
68,39.691,3.401,20240202,3.9565467834472656
69,39.736,3.404,20240202,3.3963801860809326
70,39.77,3.422,20240202,4.584653377532959
71,38.01,3.472,20240202,0.0
72,38.045,3.462,20240202,0.0
73,38.092,3.455,20240202,0.0
74,38.141,3.453,20240202,0.0
75,38.191,3.453,20240202,0.0
76,38.241,3.452,20240202,0.0
77,38.291,3.452,20240202,0.0
78,38.341,3.451,20240202,0.0
79,38.391,3.451,20240202,0.0
80,38.441,3.451,20240202,0.0
81,38.491,3.451,20240202,0.0
82,38.542,3.455,20240202,8.309281349182129
83,38.591,3.451,20240202,8.309281349182129
84,38.641,3.451,20240202,9.371683120727539
85,38.691,3.451,20240202,9.371683120727539
86,38.741,3.451,20240202,8.844615936279297
87,38.791,3.451,20240202,8.844615936279297
88,38.841,3.451,20240202,10.551263809204102
89,38.891,3.451,20240202,10.551263809204102
90,38.941,3.451,20240202,13.40009880065918
91,38.991,3.451,20240202,7.19584321975708
92,39.041,3.451,20240202,7.19584321975708
93,39.091,3.451,20240202,6.541157245635986
94,39.141,3.451,20240202,6.541157245635986
95,39.191,3.451,20240202,9.896700859069824
96,39.241,3.451,20240202,9.896700859069824
97,39.291,3.451,20240202,5.322716236114502
98,39.341,3.451,20240202,5.322716236114502
99,39.391,3.451,20240202,5.555904865264893
100,39.441,3.451,20240202,6.320169925689697
101,39.491,3.451,20240202,6.320169925689697
102,39.541,3.451,20240202,6.237804889678955
103,39.591,3.451,20240202,6.237804889678955
104,39.641,3.451,20240202,4.6351423263549805
105,39.691,3.451,20240202,4.6351423263549805
106,39.741,3.451,20240202,4.584653377532959
107,39.787,3.456,20240202,4.584653377532959
108,39.821,3.471,20240202,4.728633403778076
109,37.953,3.515,20240202,0.0
110,37.993,3.504,20240202,0.0
111,38.041,3.501,20240202,0.0
112,38.091,3.501,20240202,0.0
113,38.141,3.501,20240202,0.0
114,38.191,3.501,20240202,0.0
115,38.241,3.501,20240202,0.0
116,38.291,3.501,20240202,0.0
117,38.341,3.501,20240202,0.0
118,38.391,3.501,20240202,0.0
119,38.441,3.501,20240202,0.0
120,38.491,3.501,20240202,0.0
121,38.541,3.501,20240202,8.309281349182129
122,38.591,3.501,20240202,8.309281349182129
123,38.641,3.501,20240202,9.371683120727539
124,38.691,3.501,20240202,9.371683120727539
125,38.741,3.501,20240202,8.844615936279297
126,38.791,3.501,20240202,8.844615936279297
127,38.841,3.501,20240202,10.551263809204102
128,38.891,3.501,20240202,10.551263809204102
129,38.941,3.501,20240202,13.40009880065918
130,38.991,3.501,20240202,7.19584321975708
131,39.041,3.501,20240202,7.19584321975708
132,39.091,3.501,20240202,6.541157245635986
133,39.141,3.501,20240202,6.541157245635986
134,39.191,3.501,20240202,9.896700859069824
135,39.241,3.501,20240202,9.896700859069824
136,39.291,3.501,20240202,5.322716236114502
137,39.341,3.501,20240202,5.322716236114502
138,39.391,3.501,20240202,5.555904865264893
139,39.441,3.501,20240202,6.320169925689697
140,39.491,3.501,20240202,6.320169925689697
141,39.541,3.501,20240202,6.237804889678955
142,39.591,3.501,20240202,6.237804889678955
143,39.641,3.501,20240202,4.6351423263549805
144,39.691,3.501,20240202,4.6351423263549805
145,39.741,3.501,20240202,4.584653377532959
146,39.791,3.501,20240202,4.584653377532959
147,39.837,3.505,20240202,4.286757469177246
148,39.872,3.52,20240202,4.286757469177246
149,37.908,3.563,20240202,0.0
150,37.942,3.551,20240202,0.0
151,37.991,3.551,20240202,0.0
152,38.041,3.551,20240202,0.0
153,38.091,3.551,20240202,0.0
154,38.141,3.551,20240202,0.0
155,38.191,3.551,20240202,0.0
156,38.241,3.551,20240202,0.0
157,38.291,3.551,20240202,0.0
158,38.341,3.551,20240202,0.0
159,38.391,3.551,20240202,0.0
160,38.441,3.551,20240202,0.0
161,38.491,3.551,20240202,0.0
162,38.541,3.551,20240202,10.441693305969238
163,38.591,3.551,20240202,10.441693305969238
164,38.641,3.551,20240202,13.614947319030762
165,38.691,3.551,20240202,13.614947319030762
166,38.741,3.551,20240202,11.867561340332031
167,38.791,3.551,20240202,11.867561340332031
168,38.841,3.551,20240202,15.699140548706055
169,38.891,3.551,20240202,15.699140548706055
170,38.941,3.551,20240202,13.665266036987305
171,38.991,3.551,20240202,0.0
172,39.041,3.551,20240202,0.0
173,39.091,3.551,20240202,13.32182788848877
174,39.141,3.551,20240202,13.32182788848877
175,39.191,3.551,20240202,9.594414710998535
176,39.241,3.551,20240202,9.594414710998535
177,39.291,3.551,20240202,9.675605297088623
178,39.341,3.551,20240202,9.675605297088623
179,39.391,3.551,20240202,9.134753227233887
180,39.441,3.551,20240202,4.872014999389648
181,39.491,3.551,20240202,4.872014999389648
182,39.541,3.551,20240202,10.432399272918701
183,39.591,3.551,20240202,10.432399272918701
184,39.641,3.551,20240202,8.547635078430176
185,39.691,3.551,20240202,8.547635078430176
186,39.741,3.551,20240202,4.5412421226501465
187,39.791,3.551,20240202,4.5412421226501465
188,39.841,3.551,20240202,4.286757469177246
189,39.888,3.554,20240202,4.45123815536499
190,39.921,3.57,20240202,4.45123815536499
191,37.852,3.617,20240202,0.0
192,37.894,3.604,20240202,0.0
193,37.941,3.601,20240202,0.0
194,37.991,3.601,20240202,0.0
195,38.041,3.601,20240202,0.0
196,38.091,3.601,20240202,0.0
197,38.141,3.601,20240202,0.0
198,38.191,3.601,20240202,0.0
199,38.241,3.601,20240202,0.0
200,38.291,3.601,20240202,0.0
201,38.341,3.601,20240202,0.0
202,38.391,3.601,20240202,0.0
203,38.441,3.601,20240202,0.0
204,38.491,3.601,20240202,0.0
205,38.541,3.601,20240202,19.479419708251953
206,38.591,3.601,20240202,19.479419708251953
207,38.641,3.601,20240202,25.748998641967773
208,38.691,3.601,20240202,25.748998641967773
209,38.741,3.601,20240202,25.81781578063965
210,38.791,3.601,20240202,25.81781578063965
211,38.841,3.601,20240202,12.352581024169922
212,38.891,3.601,20240202,12.352581024169922
213,38.941,3.601,20240202,0.0
214,38.991,3.601,20240202,6.106017589569092
215,39.041,3.601,20240202,6.106017589569092
216,39.091,3.601,20240202,12.729852676391602
217,39.141,3.601,20240202,12.729852676391602
218,39.191,3.601,20240202,9.654183387756348
219,39.241,3.601,20240202,9.654183387756348
220,39.291,3.601,20240202,6.047472953796387
221,39.341,3.601,20240202,6.047472953796387
222,39.391,3.601,20240202,5.835129261016846
223,39.441,3.601,20240202,5.310204982757568
224,39.491,3.601,20240202,5.310204982757568
225,39.541,3.601,20240202,4.993686199188232
