,NDVI,X,Y,date
485,4733,38.391,3.851,20240305
486,4733,38.441,3.851,20240305
487,3759,38.491,3.851,20240305
488,3674,38.541,3.851,20240305
489,3674,38.591,3.851,20240305
490,3747,38.641,3.851,20240305
491,3747,38.691,3.851,20240305
492,4101,38.741,3.851,20240305
493,4101,38.791,3.851,20240305
494,4226,38.841,3.851,20240305
495,4226,38.891,3.851,20240305
496,3852,38.941,3.851,20240305
497,4470,38.991,3.851,20240305
498,4470,39.041,3.851,20240305
499,4592,39.091,3.851,20240305
500,4592,39.141,3.851,20240305
501,4896,39.191,3.851,20240305
502,4896,39.241,3.851,20240305
503,4174,39.291,3.851,20240305
504,4174,39.341,3.851,20240305
505,3815,39.391,3.851,20240305
506,4053,39.441,3.851,20240305
507,4053,39.491,3.851,20240305
508,3662,39.541,3.851,20240305
509,3662,39.591,3.851,20240305
510,3369,39.641,3.851,20240305
511,3369,39.691,3.851,20240305
512,3427,39.741,3.851,20240305
513,3427,39.791,3.851,20240305
514,3376,39.841,3.851,20240305
515,3361,39.891,3.851,20240305
516,3361,39.941,3.851,20240305
517,3310,39.991,3.851,20240305
518,3310,40.041,3.851,20240305
519,3357,40.091,3.851,20240305
520,3357,40.141,3.851,20240305
521,3232,40.19,3.852,20240305
522,3232,40.237,3.862,20240305
523,2962,40.28,3.871,20240305
524,2644,40.965,3.874,20240305
525,2627,40.997,3.859,20240305
526,2627,41.041,3.851,20240305
527,2480,41.091,3.851,20240305
528,2480,41.141,3.851,20240305
529,2502,41.191,3.851,20240305
530,2546,41.241,3.851,20240305
531,2546,41.291,3.851,20240305
532,2252,41.341,3.851,20240305
533,2252,41.391,3.851,20240305
534,2281,41.441,3.851,20240305
535,2281,41.491,3.851,20240305
536,2521,41.541,3.851,20240305
537,2521,41.591,3.851,20240305
538,2275,41.641,3.851,20240305
539,2297,41.691,3.851,20240305
540,2297,41.741,3.851,20240305
541,3301,41.791,3.851,20240305
542,3301,41.841,3.851,20240305
543,3437,41.891,3.851,20240305
544,3437,41.941,3.851,20240305
545,2972,41.991,3.851,20240305
546,2972,42.03,3.862,20240305
547,1690,37.365,3.925,20240305
548,1690,37.399,3.914,20240305
549,1690,37.443,3.902,20240305
550,1539,37.491,3.901,20240305
551,1539,37.541,3.901,20240305
552,1727,37.591,3.901,20240305
553,2199,37.641,3.901,20240305
554,2199,37.691,3.901,20240305
555,2782,37.741,3.901,20240305
556,2782,37.791,3.901,20240305
557,3290,37.841,3.901,20240305
558,3290,37.891,3.901,20240305
559,3892,37.941,3.901,20240305
560,3892,37.991,3.901,20240305
561,3456,38.041,3.901,20240305
562,3818,38.091,3.901,20240305
563,3818,38.141,3.901,20240305
564,4898,38.191,3.901,20240305
565,4898,38.241,3.901,20240305
566,5669,38.291,3.901,20240305
567,5669,38.341,3.901,20240305
568,4733,38.391,3.901,20240305
569,4733,38.441,3.901,20240305
570,3759,38.491,3.901,20240305
571,3674,38.541,3.901,20240305
572,3674,38.591,3.901,20240305
573,3747,38.641,3.901,20240305
574,3747,38.691,3.901,20240305
575,4101,38.741,3.901,20240305
576,4101,38.791,3.901,20240305
577,4226,38.841,3.901,20240305
578,4226,38.891,3.901,20240305
579,3852,38.941,3.901,20240305
580,4470,38.991,3.901,20240305
581,4470,39.041,3.901,20240305
582,4592,39.091,3.901,20240305
583,4592,39.141,3.901,20240305
584,4896,39.191,3.901,20240305
585,4896,39.241,3.901,20240305
586,4174,39.291,3.901,20240305
587,4174,39.341,3.901,20240305
588,3815,39.391,3.901,20240305
589,4053,39.441,3.901,20240305
590,4053,39.491,3.901,20240305
591,3662,39.541,3.901,20240305
592,3662,39.591,3.901,20240305
593,3369,39.641,3.901,20240305
594,3369,39.691,3.901,20240305
595,3427,39.741,3.901,20240305
596,3427,39.791,3.901,20240305
597,3376,39.841,3.901,20240305
598,3361,39.891,3.901,20240305
599,3361,39.941,3.901,20240305
600,3310,39.991,3.901,20240305
601,3310,40.041,3.901,20240305
602,3357,40.091,3.901,20240305
603,3357,40.141,3.901,20240305
604,3232,40.191,3.901,20240305
605,3232,40.241,3.901,20240305
606,2962,40.291,3.901,20240305
607,2867,40.339,3.907,20240305
608,2867,40.387,3.916,20240305
609,2867,40.425,3.923,20240305
610,2644,40.95,3.908,20240305
611,2627,40.991,3.901,20240305
612,2627,41.041,3.901,20240305
613,2480,41.091,3.901,20240305
614,2480,41.141,3.901,20240305
615,2502,41.191,3.901,20240305
616,2546,41.241,3.901,20240305
617,2546,41.291,3.901,20240305
618,2252,41.341,3.901,20240305
619,2252,41.391,3.901,20240305
620,2281,41.441,3.901,20240305
621,2281,41.491,3.901,20240305
622,2521,41.541,3.901,20240305
623,2521,41.591,3.901,20240305
624,2275,41.641,3.901,20240305
625,2297,41.691,3.901,20240305
626,2297,41.741,3.901,20240305
627,3301,41.791,3.901,20240305
628,3301,41.841,3.901,20240305
629,3437,41.891,3.901,20240305
630,3437,41.941,3.901,20240305
631,2972,41.991,3.901,20240305
632,2972,42.041,3.901,20240305
633,2451,42.078,3.911,20240305
634,1568,37.306,3.969,20240305
635,1568,37.345,3.957,20240305
636,1981,37.391,3.951,20240305
637,1981,37.441,3.951,20240305
638,1974,37.491,3.951,20240305
639,1974,37.541,3.951,20240305
640,2243,37.591,3.951,20240305
641,2390,37.641,3.951,20240305
642,2390,37.691,3.951,20240305
643,3323,37.741,3.951,20240305
644,3323,37.791,3.951,20240305
645,3578,37.841,3.951,20240305
646,3578,37.891,3.951,20240305
647,3727,37.941,3.951,20240305
648,3727,37.991,3.951,20240305
649,3754,38.041,3.951,20240305
650,4877,38.091,3.951,20240305
651,4877,38.141,3.951,20240305
652,6252,38.191,3.951,20240305
653,6252,38.241,3.951,20240305
654,4756,38.291,3.951,20240305
655,4756,38.341,3.951,20240305
656,4460,38.391,3.951,20240305
657,4460,38.441,3.951,20240305
658,4407,38.491,3.951,20240305
659,4574,38.541,3.951,20240305
660,4574,38.591,3.951,20240305
661,3906,38.641,3.951,20240305
662,3906,38.691,3.951,20240305
663,4207,38.741,3.951,20240305
664,4207,38.791,3.951,20240305
665,4147,38.841,3.951,20240305
666,4147,38.891,3.951,20240305
667,3897,38.941,3.951,20240305
668,3978,38.991,3.951,20240305
669,3978,39.041,3.951,20240305
670,4803,39.091,3.951,20240305
671,4803,39.141,3.951,20240305
672,4287,39.191,3.951,20240305
673,4287,39.241,3.951,20240305
674,4352,39.291,3.951,20240305
675,4352,39.341,3.951,20240305
676,4063,39.391,3.951,20240305
677,3785,39.441,3.951,20240305
678,3785,39.491,3.951,20240305
679,3256,39.541,3.951,20240305
680,3256,39.591,3.951,20240305
681,3045,39.641,3.951,20240305
682,3045,39.691,3.951,20240305
683,3378,39.741,3.951,20240305
684,3378,39.791,3.951,20240305
685,3443,39.841,3.951,20240305
686,3410,39.891,3.951,20240305
687,3410,39.941,3.951,20240305
688,3466,39.991,3.951,20240305
689,3466,40.041,3.951,20240305
690,3361,40.091,3.951,20240305
691,3361,40.141,3.951,20240305
692,3214,40.191,3.951,20240305
693,3214,40.241,3.951,20240305
694,3047,40.291,3.951,20240305
695,2678,40.341,3.951,20240305
696,2678,40.391,3.951,20240305
697,2873,40.44,3.952,20240305
698,2873,40.485,3.962,20240305
699,2873,40.517,3.974,20240305
700,2606,40.865,3.975,20240305
701,2630,40.899,3.96,20240305
702,2630,40.941,3.951,20240305
703,2555,40.991,3.951,20240305
704,2555,41.041,3.951,20240305
705,2649,41.091,3.951,20240305
706,2649,41.141,3.951,20240305
707,2953,41.191,3.951,20240305
708,2768,41.241,3.951,20240305
709,2768,41.291,3.951,20240305
710,2510,41.341,3.951,20240305
711,2510,41.391,3.951,20240305
712,2260,41.441,3.951,20240305
713,2260,41.491,3.951,20240305
714,2377,41.541,3.951,20240305
715,2377,41.591,3.951,20240305
716,2852,41.641,3.951,20240305
717,2852,41.691,3.951,20240305
718,2499,41.741,3.951,20240305
719,2625,41.791,3.951,20240305
720,2625,41.841,3.951,20240305
721,2465,41.891,3.951,20240305
722,2465,41.941,3.951,20240305
723,2234,41.991,3.951,20240305
724,2234,42.041,3.951,20240305
725,2237,42.089,3.953,20240305
726,2237,42.124,3.969,20240305
727,1405,37.214,4.024,20240305
728,1405,37.248,4.013,20240305
729,1568,37.292,4.002,20240305
730,1568,37.341,4.001,20240305
731,1981,37.391,4.001,20240305
732,1981,37.441,4.001,20240305
733,1974,37.491,4.001,20240305
734,1974,37.541,4.001,20240305
735,2243,37.591,4.001,20240305
736,2390,37.641,4.001,20240305
737,2390,37.691,4.001,20240305
738,3323,37.741,4.001,20240305
739,3323,37.791,4.001,20240305
740,3578,37.841,4.001,20240305
741,3578,37.891,4.001,20240305
742,3727,37.941,4.001,20240305
743,3727,37.991,4.001,20240305
744,3754,38.041,4.001,20240305
745,4877,38.091,4.001,20240305
746,4877,38.141,4.001,20240305
747,6252,38.191,4.001,20240305
748,6252,38.241,4.001,20240305
749,4756,38.291,4.001,20240305
750,4756,38.341,4.001,20240305
751,4460,38.391,4.001,20240305
752,4460,38.441,4.001,20240305
753,4407,38.491,4.001,20240305
754,4574,38.541,4.001,20240305
755,4574,38.591,4.001,20240305
756,3906,38.641,4.001,20240305
757,3906,38.691,4.001,20240305
758,4207,38.741,4.001,20240305
759,4207,38.791,4.001,20240305
760,4147,38.841,4.001,20240305
761,4147,38.891,4.001,20240305
762,3897,38.941,4.001,20240305
763,3978,38.991,4.001,20240305
764,3978,39.041,4.001,20240305
765,4803,39.091,4.001,20240305
766,4803,39.141,4.001,20240305
767,4287,39.191,4.001,20240305
768,4287,39.241,4.001,20240305
769,4352,39.291,4.001,20240305
770,4352,39.341,4.001,20240305
771,4063,39.391,4.001,20240305
772,3785,39.441,4.001,20240305
773,3785,39.491,4.001,20240305
774,3256,39.541,4.001,20240305
775,3256,39.591,4.001,20240305
776,3045,39.641,4.001,20240305
777,3045,39.691,4.001,20240305
778,3378,39.741,4.001,20240305
779,3378,39.791,4.001,20240305
780,3443,39.841,4.001,20240305
781,3443,39.891,4.001,20240305
782,3410,39.941,4.001,20240305
783,3466,39.991,4.001,20240305
784,3466,40.041,4.001,20240305
785,3361,40.091,4.001,20240305
786,3361,40.141,4.001,20240305
787,3214,40.191,4.001,20240305
788,3214,40.241,4.001,20240305
789,3047,40.291,4.001,20240305
790,3047,40.341,4.001,20240305
791,2678,40.391,4.001,20240305
792,2873,40.441,4.001,20240305
793,2873,40.491,4.001,20240305
794,3037,40.539,4.005,20240305
795,3037,40.587,4.014,20240305
796,3123,40.627,4.022,20240305
797,2606,40.803,4.016,20240305
798,2606,40.843,4.005,20240305
799,2630,40.891,4.001,20240305
800,2630,40.941,4.001,20240305
801,2555,40.991,4.001,20240305
802,2555,41.041,4.001,20240305
803,2649,41.091,4.001,20240305
804,2649,41.141,4.001,20240305
805,2953,41.191,4.001,20240305
806,2953,41.241,4.001,20240305
807,2768,41.291,4.001,20240305
808,2510,41.341,4.001,20240305
809,2510,41.391,4.001,20240305
810,2260,41.441,4.001,20240305
811,2260,41.491,4.001,20240305
812,2377,41.541,4.001,20240305
813,2377,41.591,4.001,20240305
814,2852,41.641,4.001,20240305
815,2852,41.691,4.001,20240305
816,2499,41.741,4.001,20240305
817,2625,41.791,4.001,20240305
818,2625,41.841,4.001,20240305
819,2465,41.891,4.001,20240305
